X,Y,support,confidence,lift
"Current Status:issued, Proposed Construction Type:5, Supervisor District:3",Existing Construction Type:5,0.001045752,0.941176471,22.77372263
"Existing Construction Type:5, Current Status:issued, Supervisor District:3",Proposed Construction Type:5,0.001045752,0.888888889,21.78413011
"Proposed Construction Type:5, Zipcode:94134",Existing Construction Type:5,0.001045752,0.877637131,21.23625612
"Existing Construction Type:5, Zipcode:94134",Proposed Construction Type:5,0.001045752,0.912280702,22.3573967
"Neighborhoods - Analysis Boundaries:Inner Sunset, Proposed Construction Type:5",Permit Type:8,0.001040724,0.621621622,11.20236845
"Neighborhoods - Analysis Boundaries:Inner Sunset, Permit Type:8",Proposed Construction Type:5,0.001040724,0.721254355,17.67588606
"Proposed Construction Type:5, Zipcode:94131",Permit Type:8,0.001040724,0.601744186,10.84415318
"Permit Type:8, Zipcode:94131",Proposed Construction Type:5,0.001040724,0.71875,17.61451146
"Neighborhoods - Analysis Boundaries:Potrero Hill, Current Status:complete",Supervisor District:10,0.001040724,0.962790698,108.6827865
"Proposed Construction Type:5, Supervisor District:3, Neighborhoods - Analysis Boundaries:Nob Hill",Existing Construction Type:5,0.001035696,0.958139535,23.18417926
"Proposed Construction Type:5, Neighborhoods - Analysis Boundaries:Nob Hill","Existing Construction Type:5, Supervisor District:3",0.001035696,0.958139535,222.6331232
"Existing Construction Type:5, Supervisor District:3, Neighborhoods - Analysis Boundaries:Nob Hill",Proposed Construction Type:5,0.001035696,0.895652174,21.94987893
"Existing Construction Type:5, Neighborhoods - Analysis Boundaries:Nob Hill","Proposed Construction Type:5, Supervisor District:3",0.001035696,0.895652174,217.7814394
"Existing Construction Type:5, Proposed Construction Type:5, Neighborhoods - Analysis Boundaries:Nob Hill",Supervisor District:3,0.001035696,1,69.52114645
"Proposed Construction Type:1, Supervisor District:3, Current Status:complete",Permit Type:8,0.001035696,0.74368231,13.4020487
"Proposed Construction Type:5, Neighborhoods - Analysis Boundaries:Nob Hill",Existing Construction Type:5,0.001035696,0.958139535,23.18417926
"Existing Construction Type:5, Neighborhoods - Analysis Boundaries:Nob Hill",Proposed Construction Type:5,0.001035696,0.895652174,21.94987893
"Permit Type:8, Neighborhoods - Analysis Boundaries:Sunset/Parkside",Existing Construction Type:5,0.001035696,0.675409836,16.34294603
"Proposed Construction Type:5, Current Status:complete, Zipcode:94110",Permit Type:8,0.001035696,0.717770035,12.93507837
"Proposed Construction Type:5, Zipcode:94117, Permit Type:3",Existing Construction Type:5,0.001035696,0.980952381,23.73618352
"Zipcode:94117, Permit Type:3","Existing Construction Type:5, Proposed Construction Type:5",0.001035696,0.847736626,22.64501945
"Existing Construction Type:5, Zipcode:94117, Permit Type:3",Proposed Construction Type:5,0.001035696,1,24.50714638
"Supervisor District:8, Fire Only Permit:Y",Permit Type:8,0.001035696,0.827309237,14.90910639
"Existing Construction Type:3, Supervisor District:2",Proposed Construction Type:3,0.001035696,0.911504425,73.40009315
"Proposed Construction Type:3, Supervisor District:2",Existing Construction Type:3,0.001035696,0.958139535,73.35410065
"Existing Construction Type:5, Zipcode:94103, Neighborhoods - Analysis Boundaries:Mission",Permit Type:8,0.001035696,0.658146965,11.86059901
"Proposed Construction Type:5, Neighborhoods - Analysis Boundaries:Western Addition",Existing Construction Type:5,0.001035696,0.936363636,22.65726609
"Existing Construction Type:5, Neighborhoods - Analysis Boundaries:Western Addition",Proposed Construction Type:5,0.001035696,0.936363636,22.9476007
"Current Status:issued, Supervisor District:6, Existing Construction Type:1",Proposed Construction Type:1,0.001035696,0.807843137,57.81935948
"Proposed Construction Type:1, Current Status:issued, Supervisor District:6",Existing Construction Type:1,0.001035696,0.789272031,56.02648355
"Zipcode:94117, Current Status:complete",Proposed Construction Type:5,0.001035696,0.637770898,15.62994475
"Structural Notification:Y, Current Status:issued, Permit Type:3",Existing Construction Type:5,0.001035696,0.837398374,20.26259569
"Structural Notification:Y, Current Status:issued, Existing Construction Type:5",Permit Type:3,0.001035696,0.624242424,28.01485067
"Zipcode:94117, Permit Type:3",Existing Construction Type:5,0.001035696,0.847736626,20.51275119
"Current Status:reinstated, Proposed Construction Type:5",Existing Construction Type:5,0.001030669,0.923423423,22.34415072
Current Status:reinstated,"Existing Construction Type:5, Proposed Construction Type:5",0.001030669,0.640625,17.11258562
"Current Status:reinstated, Existing Construction Type:5",Proposed Construction Type:5,0.001030669,0.962441315,23.58669018
"Current Status:issued, Supervisor District:3, Existing Construction Type:1",Proposed Construction Type:1,0.001030669,0.813492063,58.2236673
"Proposed Construction Type:1, Current Status:issued, Supervisor District:3",Existing Construction Type:1,0.001030669,0.9030837,64.10540614
"Structural Notification:Y, Current Status:issued, Permit Type:3",Proposed Construction Type:5,0.001030669,0.833333333,20.42262198
"Structural Notification:Y, Current Status:issued, Proposed Construction Type:5",Permit Type:3,0.001030669,0.621212121,27.87885625
"Existing Construction Type:5, Proposed Construction Type:5, Existing Use:2 family dwelling, Current Status:complete",Permit Type:8,0.001030669,0.663430421,11.95581324
"Proposed Construction Type:5, Existing Use:2 family dwelling, Current Status:complete","Permit Type:8, Existing Construction Type:5",0.001030669,0.644654088,25.47619672
"Existing Construction Type:5, Existing Use:2 family dwelling, Current Status:complete","Permit Type:8, Proposed Construction Type:5",0.001030669,0.650793651,24.41396778
"Permit Type:8, Proposed Construction Type:5, Existing Use:2 family dwelling, Current Status:complete",Existing Construction Type:5,0.001030669,0.957943925,23.17944607
"Permit Type:8, Existing Use:2 family dwelling, Current Status:complete","Existing Construction Type:5, Proposed Construction Type:5",0.001030669,0.737410072,19.69794028
"Permit Type:8, Existing Construction Type:5, Existing Use:2 family dwelling, Current Status:complete",Proposed Construction Type:5,0.001030669,0.985576923,24.15367792
"Proposed Construction Type:5, Fire Only Permit:Y, Existing Use:apartments",Existing Construction Type:5,0.001030669,0.995145631,24.07961874
"Existing Construction Type:5, Fire Only Permit:Y, Existing Use:apartments",Proposed Construction Type:5,0.001030669,0.990338164,24.27036235
"Existing Construction Type:5, Zipcode:94103, Proposed Construction Type:5, Neighborhoods - Analysis Boundaries:Mission",Permit Type:8,0.001025641,0.728571429,13.12973246
"Zipcode:94103, Proposed Construction Type:5, Neighborhoods - Analysis Boundaries:Mission","Permit Type:8, Existing Construction Type:5",0.001025641,0.686868687,27.14448278
"Existing Construction Type:5, Zipcode:94103, Neighborhoods - Analysis Boundaries:Mission","Permit Type:8, Proposed Construction Type:5",0.001025641,0.651757188,24.45011407
"Permit Type:8, Zipcode:94103, Proposed Construction Type:5, Neighborhoods - Analysis Boundaries:Mission",Existing Construction Type:5,0.001025641,0.966824645,23.39433355
"Permit Type:8, Existing Construction Type:5, Zipcode:94103, Neighborhoods - Analysis Boundaries:Mission",Proposed Construction Type:5,0.001025641,0.990291262,24.26921292
Proposed Construction Type:4,Permit Type:8,0.001025641,0.875536481,15.77821926
"Proposed Construction Type:1, Supervisor District:6, Current Status:complete",Permit Type:8,0.001025641,0.655948553,11.82098099
"Existing Construction Type:5, Supervisor District:11, Proposed Construction Type:5",Permit Type:8,0.001025641,0.643533123,11.59724003
"Permit Type:8, Supervisor District:11, Proposed Construction Type:5",Existing Construction Type:5,0.001025641,0.890829694,21.55547764
"Permit Type:8, Supervisor District:11","Existing Construction Type:5, Proposed Construction Type:5",0.001025641,0.618181818,16.51307597
"Permit Type:8, Existing Construction Type:5, Supervisor District:11",Proposed Construction Type:5,0.001025641,0.971428571,23.8069422
"Existing Construction Type:3, Supervisor District:9",Proposed Construction Type:3,0.001025641,0.914798206,73.66532924
"Proposed Construction Type:3, Supervisor District:9",Existing Construction Type:3,0.001025641,0.923076923,70.66974596
"Proposed Construction Type:5, Supervisor District:4",Permit Type:8,0.001025641,0.635514019,11.45272613
"Permit Type:8, Supervisor District:4",Proposed Construction Type:5,0.001025641,0.689189189,16.89006034
"Zipcode:94114, Current Status:complete",Supervisor District:8,0.001025641,0.962264151,115.5065417
"Zipcode:94118, Supervisor District:2",Existing Construction Type:5,0.001025641,0.647619048,15.67049009
"Proposed Construction Type:5, Neighborhoods - Analysis Boundaries:Haight Ashbury",Existing Construction Type:5,0.001020613,0.95754717,23.16984575
Neighborhoods - Analysis Boundaries:Haight Ashbury,"Existing Construction Type:5, Proposed Construction Type:5",0.001020613,0.678929766,18.13579512
"Existing Construction Type:5, Neighborhoods - Analysis Boundaries:Haight Ashbury",Proposed Construction Type:5,0.001020613,0.95754717,23.46674865
"Zipcode:94109, Supervisor District:3, Neighborhoods - Analysis Boundaries:Nob Hill",Permit Type:8,0.001020613,0.62654321,11.29106138
"Zipcode:94109, Neighborhoods - Analysis Boundaries:Nob Hill","Permit Type:8, Supervisor District:3",0.001020613,0.62654321,69.31003584
"Zipcode:94109, Permit Type:8, Neighborhoods - Analysis Boundaries:Nob Hill",Supervisor District:3,0.001020613,1,69.52114645
"Neighborhoods - Analysis Boundaries:Inner Richmond, Proposed Construction Type:5",Existing Construction Type:5,0.001020613,0.95754717,23.16984575
Neighborhoods - Analysis Boundaries:Inner Richmond,"Existing Construction Type:5, Proposed Construction Type:5",0.001020613,0.634375,16.94563356
"Neighborhoods - Analysis Boundaries:Inner Richmond, Existing Construction Type:5",Proposed Construction Type:5,0.001020613,0.902222222,22.11089207
Existing Use:residential hotel,Permit Type:8,0.001020613,0.802371542,14.45969916
"Zipcode:94121, Neighborhoods - Analysis Boundaries:Outer Richmond",Existing Construction Type:5,0.001020613,0.70979021,17.1748507
"Existing Construction Type:5, Neighborhoods - Analysis Boundaries:Outer Richmond",Zipcode:94121,0.001020613,0.740875912,399.3501869
"Existing Construction Type:5, Zipcode:94121",Neighborhoods - Analysis Boundaries:Outer Richmond,0.001020613,0.783783784,403.8720067
"Neighborhoods - Analysis Boundaries:Inner Richmond, Zipcode:94118, Proposed Construction Type:5",Existing Construction Type:5,0.001020613,0.95754717,23.16984575
"Neighborhoods - Analysis Boundaries:Inner Richmond, Proposed Construction Type:5","Existing Construction Type:5, Zipcode:94118",0.001020613,0.95754717,373.4433962
Neighborhoods - Analysis Boundaries:Inner Richmond,"Existing Construction Type:5, Zipcode:94118, Proposed Construction Type:5",0.001020613,0.634375,271.3487903
"Neighborhoods - Analysis Boundaries:Inner Richmond, Zipcode:94118","Existing Construction Type:5, Proposed Construction Type:5",0.001020613,0.634375,16.94563356
"Neighborhoods - Analysis Boundaries:Inner Richmond, Existing Construction Type:5, Zipcode:94118",Proposed Construction Type:5,0.001020613,0.902222222,22.11089207
"Neighborhoods - Analysis Boundaries:Inner Richmond, Existing Construction Type:5","Zipcode:94118, Proposed Construction Type:5",0.001020613,0.902222222,356.0555556
"Neighborhoods - Analysis Boundaries:Inner Richmond, Existing Construction Type:5, Proposed Construction Type:5",Zipcode:94118,0.001020613,1,255.3273427
"Neighborhoods - Analysis Boundaries:Chinatown, Current Status:complete",Supervisor District:3,0.001020613,1,69.52114645
"Zipcode:94109, Neighborhoods - Analysis Boundaries:Nob Hill",Permit Type:8,0.001020613,0.62654321,11.29106138
"Current Status:approved, Permit Type:3",Proposed Construction Type:5,0.001020613,0.717314488,17.57933115
"Proposed Construction Type:5, Current Status:approved",Permit Type:3,0.001020613,0.918552036,41.22292419
"Supervisor District:6, Zipcode:94103, Proposed Construction Type:3",Existing Construction Type:3,0.001020613,0.939814815,71.9511804
"Proposed Construction Type:3, Zipcode:94103","Existing Construction Type:3, Supervisor District:6",0.001020613,0.617021277,183.7208562
"Existing Construction Type:3, Zipcode:94103, Proposed Construction Type:3",Supervisor District:6,0.001020613,0.659090909,43.87322015
"Existing Construction Type:3, Zipcode:94103, Supervisor District:6",Proposed Construction Type:3,0.001020613,0.842323651,67.82922035
"Proposed Construction Type:5, Zipcode:94117, Neighborhoods - Analysis Boundaries:Haight Ashbury",Existing Construction Type:5,0.001020613,0.95754717,23.16984575
"Zipcode:94117, Neighborhoods - Analysis Boundaries:Haight Ashbury","Existing Construction Type:5, Proposed Construction Type:5",0.001020613,0.678929766,18.13579512
Neighborhoods - Analysis Boundaries:Haight Ashbury,"Existing Construction Type:5, Proposed Construction Type:5, Zipcode:94117",0.001020613,0.678929766,242.8761339
"Proposed Construction Type:5, Neighborhoods - Analysis Boundaries:Haight Ashbury","Existing Construction Type:5, Zipcode:94117",0.001020613,0.95754717,327.2442132
"Existing Construction Type:5, Zipcode:94117, Neighborhoods - Analysis Boundaries:Haight Ashbury",Proposed Construction Type:5,0.001020613,0.95754717,23.46674865
"Existing Construction Type:5, Neighborhoods - Analysis Boundaries:Haight Ashbury","Proposed Construction Type:5, Zipcode:94117",0.001020613,0.95754717,322.8070035
"Existing Construction Type:5, Proposed Construction Type:5, Neighborhoods - Analysis Boundaries:Haight Ashbury",Zipcode:94117,0.001020613,1,235.6635071
"Supervisor District:7, Permit Type:3",Proposed Construction Type:5,0.001015586,0.759398496,18.61069011
"Supervisor District:6, Zipcode:94103, Proposed Construction Type:5",Neighborhoods - Analysis Boundaries:South of Market,0.001015586,0.711267606,135.5087421
"Neighborhoods - Analysis Boundaries:South of Market, Zipcode:94103, Proposed Construction Type:5",Supervisor District:6,0.001015586,1,66.56626506
"Neighborhoods - Analysis Boundaries:South of Market, Proposed Construction Type:5","Supervisor District:6, Zipcode:94103",0.001015586,0.664473684,124.2141126
"Neighborhoods - Analysis Boundaries:South of Market, Supervisor District:6, Proposed Construction Type:5",Zipcode:94103,0.001015586,0.664473684,80.73537922
Neighborhoods - Analysis Boundaries:Oceanview/Merced/Ingleside,Proposed Construction Type:5,0.001015586,0.729241877,17.87163743
"Existing Construction Type:3, Supervisor District:10",Permit Type:8,0.001015586,0.684745763,12.33994131
"Supervisor District:2, Neighborhoods - Analysis Boundaries:Presidio Heights",Proposed Construction Type:5,0.001015586,0.657980456,16.12522335
